product,title,rating,body
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",REAL Yeti is great - but make sure you get the real thing,5.0,"These are awesome, if you get the real thing. Be aware -I purchased 10 Yeti Rambler 20 Oz for a group event. Five of them were fake. The 3 Tahoe Blue ones were obvious. The logo on the mag slider lid was way off, and the whole lid was so poorly constructed the slider didn't only not seal, it would just fall off.  The two Olive Green from the same seller are an improved version - knock-off 2.0. Better, but still lacking quality. The lid almost fooled me into thinking it was real, but was still not quite right. I noticed neither lid had anything stamped on the underside, like the real Yeti. The logo on the front was also off, smaller, wrong font, and the way imprinted shows a definite lack of quality compared to the real thing, the bottom logo too. The sticker font was wrong and obviously fake, and they came with a cheap card inside instead of a full color brochure. The fake ones came in boxes, while the real thing comes with plastic protectors, and wrapped in a plastic bag.I am returning the 5 fakes and left a negative review for the seller. I purchased 5 from the local Dicks Sporting Goods today, and compared them to the five sold by ""Yeti Authorized"" on Amazon - and indeed those appear real."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Received wrong color,1.0,"I love yeti, but the wrong color arrived and I had to pay the postage to return it, and then couldn’t get a replacement before Christmas. Not great."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White","An expensive, leaky failure. Premium price for subpar design.",1.0,"I bought the 20 oz Rambler and the separate handle as a gift and am deeply regretting all of it. Yes it insulates the beverage for a while, but seriously, all double walled vacuum tumblers do that these days, and the truth is the cheaper Chinese knockoffs that cost half as much do it just as well as Yeti does. So I knew I would be paying extra for the fit and finish and for what I figured would be a better designed lid in the ""new"" MagSlider lid. The fit and finish is top notch, the powder Duracoat looks great and very durable, and the lid looked to be excellent as well. Looking closer, it seemed the MagSlider lid has a wonderful double rubber flange on it that seems perfect for sealing liquids inside and preventing messy accidents. Great so far!Everything seemed wonderful, except that in use, the MagSlider lid actually leaks even in the closed position. Worse yet, this doesn't even seem to be a defective product, just a simple design flaw, in the sense that they surprisingly failed to account for the fact that consumers would want their liquid containers to actually contain the liquid inside them and not allow them to leak out when in any position besides exactly vertical. Apparently, Yeti thinks that for $30 you should expect nothing more than gravity to keep your coffee from spilling out of your Rambler.So, why? Why would you design a premium priced tumbler that utterly FAILS at one of the simplest tasks you demand from a liquid container? Even the cheap Chinese knockoffs at a third of the price have being leakproof as a basic quality. What good are the premium materials and lovely powder coat Duracoat finish if this thing leaks like crazy when it inevitably falls over? I really don't understand why the crack Yeti design team couldn't design a better lid at this price point for something they market as suitable for an active outdoors life. This design isn't suitable for a boring morning highway commute to an office cubicle though, let alone a day of getting knocked around on a work site or a boat.I had a similar experience with the Yeti Colster, which is $25 and two pieces for the simple task of keeping a can cold. Meanwhile a Thermos can cooler is $5, one piece, weighs significantly less, and keeps a can exactly as cold as the vastly overdesigned Yeti Colster.It really feels like they don't know what they're doing down there at Yeti HQ. Honestly, how do you manage to serially OVERdesign products yet UNDERdesign them at the same time? I'm highly disappointed in this company, as a premium priced product they should not be failing the basics of everyday utility. The Rambler is supposed to be one of their signature products. Before this I was considering buying one of their extremely spendy coolers, but I've completely struck that from my mind. Between this tumbler/lid and the Colster they've fooled me twice now, but they won't be fooling me again. Goodbye Yeti!"
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Do not buy anything from yeti,1.0,"What a piece of ****Does not keep coffee hot longer than my $12 target cup. In fact the coffee gets cold faster. The top sucks, and spills everywhere.  My target cup never spills out."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Awesome product,5.0,Bought this as a gift and I love Yeti! My husband and I are Yeti fanatics. We have bought just about everyone in our family circle a Yeti and none else compares. Highly recommend this product to everyone!
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Lives up to the hype,5.0,"After a fellow guest at a B&B praised his Yeti up and down, I decided to get one. And yes, it keeps stuff cold for hours even in a very hot car. I have not tried it with a hot beverage, but I assume it would work the same. It is almost leak-proof: I filled it about 2/3 full, closed the lid, and turned it upside down. A few drops fell. It's sturdy and well-made. It doesn't sweat, though the metal band at the top does. The metal band on the bottom does not sweat."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Not gor hot drinks,1.0,"OK I’m really sad about this. Heard of the brand, I have the chairs, read the reviews, said it would keep your drink hot or cold. I want it for hot coffee. Made me a cuppa coffee put it in this thing within minutes it was cool not hot. Stuck it in the microwave, it appeared to be a microwave safe. Took it out no change in the temperature. I’ll try to three times and it more cold my coffee than it originally was so I returned it. I have several cold Type cups that work well. I just wanted something that will keep my coffee really hot in this did not do it in anyway shape or form"
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Dinted,1.0,My cup rocks because it arrived with a big ring to the bottom if it. Very frustrating!!
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Best ever!,4.0,"I am a coffee junkie. Truly. As such, I’ve been through an alarming number of both travel mugs and water jugs over the years. Trudeau, Zojirushi (2), Contigo, along with the standard brands. You name it and I’ve tried it. This is my first Yeti. If I’d known earlier I’d have bought it one or more likely two years ago and would probably still have it.The good: I don’t have large hands, but this is still easy to hold. The finish isn’t slippery and seems to have a bit of grip to it. Coffee (hot or cold), cider, just about anything stays hot or cold as long as it lasts.It’s incredibly easy to clean. The magnets on the lid are an inspiration. That the slide comes off for cleaning is another one.The bad: the lid is really the only drawback. It doesn’t give much insulation and doesn’t screw in. All these things make for easy cleaning, but also deplete its heat and cold retention.My husband was making fun of my new coffee mug the very instant he saw that lid. As he was washing it out he put the lid on, flipped it over and started shaking it. Luckily the sipper slide was closed. Probably he thought he could get the lid to fall off. It didn’t. It did lose some water through the sipper, but not as much as he or I thought. He kept laughing and shaking. He got over the laughing. Now he wants one when his breaks.I noticed they make an alternate cap for the ramblers. I wish they made that same style cap for the tumblers. The bottles are really too big or too small for coffee, the main thing I use this for, naturally.I’m sure I’ll be back with another star in a few months.Mine came from Yeti Authorised, shipped by Amazon and if it’s a knockoff it’s a darn good one. But I’m sure it’s not.I hope these ramblings are helpful to someone. Thank you. 🙏"
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",All-Around Competent,5.0,"It's easy to see why these are so popular, and why they're not usually discounted. This travel tumbler does everything right, as far as I can tell.1. It keeps my coffee hot for four hours. That's past the point where the coffee becomes rancid and undrinkable, so full marks.2. It's cool to the touch even when the contents are boiling hot. Full marks.3. It fits perfectly and remains stable in the cup holder of my 2015 Subaru Forester, yet is still easily removable. Full marks.4. The lid is easy to attach and remove. It always secures completely, with no ""seems tight but really isn't."" It doesn't leak in normal use (I include not overfilling it as a condition of ""normal""). It's easy to open and close the slider, and that doesn't leak either. Full marks.5. The whole thing washes nicely in the dishwasher.6. The optional handle works really well, is comfortable and balanced, and stays on even though it's just a pressure fit.So in my own use, it's pretty much perfect. Except that it's so expensive that I'm afraid to take it outside the car or my house. Maybe that just means I'll be more careful with it."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Love the look. Lid could be better.,4.0,"The media could not be loaded.
                




   Love the look of the mug/tumbler.  Kept my coffee hot for a 2-3 hours, which is good enough for my use.  The lid is made of clear plastic, so can’t expect super insulation.  Plus, the coffee doesn’t taste as good anyway after a couple hours, so it’s good enough for my use.I did see the complaints of the lid in the reviews before I bought it.  Liked the look of it and the brand so I decided to test it out for myself.First, the magnet is not very strong, which makes the usability smooth but doesn’t make a tight seal.Second, the slide sip cover is just hard plastic so it wouldn’t make a tight seal anyway.  So it ended up letting some coffee out not during my drive but after I walked with it fir a couple minutes.  See the picture.  Maybe I wasn’t too careful with it but I didn’t put it upside down or shook it intentionally.  Just normal carry.YETI claims it’s not leak-proof, and perhaps it was never designed to be - probably to ease the manufacturing process and cut cost. I understand that.However, this product could’ve been awesome if the lid has some sealing component to it and stronger magnet to keep it closed tight.Overall, though, it’s a good-looking mug that I’ll keep and enjoy using. I didn’t expect leak-proof so just took off 1 star as the lid still could be better given the YETI brand."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White","Basically perfect. Easy to clean, Excellent for Cold, Decent for Hot. Not leak-proof, but decently splash-proof.",5.0,"I am tired - SO TIRED - of tumbler mugs with complicated lids that are IMPOSSIBLE to clean. Let me just state outright that from that perspective alone, the ""magslider"" lid is a work of genius. There's no spring, no latch, no hinge, no tiny crevasses or nooks. You can take the slider off whenever you want and clean underneath it, but otherwise it stays in place extremely well.The downside of the lid is that it's not at all leakproof. It's scarcely even dribble proof. No, what it's really going to accomplish is that it keeps your drink from splashing out onto things when you hit a bump or jostle it accidentally. That's fine - keep the thing upright - but if they ever make an iteration of this lid that holds up to being inverted without leaking I will spend whatever they charge.Now, as for the tumbler itself, it works as advertised. The vacuum insulation works amazingly well for cold drinks. Ice lingers for hours. Hot drinks? It does okay. I've had Thermos brand products that kept hot drinks piping for 24 hours, while the Yeti will manage a quarter of that. The weak link is really the lid - heat rises and the lid isn't a full seal (as mentioned above). Heat can/will escape readily to the point where about 4 hours into my workday my once piping-hot coffee is now drink-ably warm. There are worse things, I suppose. Get this one mainly for cold drinks, but know it's suitable for anything.The powder coating is very nice and unlike enameled tumblers it seems like it will last. It provides a nice amount of grip as well, being somewhat roughly textured. I've covered mine in some vinyl stickers for a bit of character, but you could probably get them laser etched as well (like the Yeti logo is on the side).All in all, the only regret I have is not stepping up to the 32oz size for $5 more."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Rust :(,2.0,"I like it but it’s no more special than any other vacuum insulated tumber. I love the olive green color though. You’d think YETI would make a leak free lid, or at least the tiniest bit better than the lid without the magnet.Ok somehow a line of rust has shown up in my cup. I’ve had it for a very short period of time. I don’t know how this could have happened, i did try and scrub it out. ill need to exchange it 🙁"
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Really High Quality,5.0,"It’s everything I was looking for. It’s strong and has a good weight to it. Even with scalding hot coffee inside, you cannot feel the heat while holding the outside of the container. As some people mentioned it is not entirely spill proof, so if you hold it upside down with the slider closed, coffee will comeback out, but if you knock it over and pick it up quickly nothing comes out, and if you knock it over and don’t react fast enough, it will spill slowly enough to not ruin anything (as long as you clean up the drips right away).A tip for people who like to fill it to the top: If you think you may have filled it a little too much to put the lid on, have the slider on the lid closed when you put the lid on. If it’s slightly over full and the slider’s closed, coffee will bubble up through the slider a little bit but stay in the top of the lid. If it’s slightly over full and the slider’s open, coffee will shoot up a few feet into the air.Another tip: Be aware of how hot your coffee is before taking a sip. Especially when you’re used to feeling the temperature from the outside of a cup, the heat-proofness can lull you into a false sense of security, and then you can burn your mouth, so think before you sip fresh coffee."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Another Great Product From Yeti!,5.0,Overall this is a very high quality product from Yeti. The construction overall is great keeps drinks cold or hot for the advertised amount of time with high quality vacuum sealed steel. The only Cons I would have is the mag slider doesn't seal for protection against leaks which would make this product top knotch. The price point overall is decent compared to the quality Tumblr that you are getting.
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Not Impressed with the MagSlider Lid.,2.0,"I'm not a Yeti snob, I have some RTIC stuff and find them comparable. I do however enjoy using my Yeti 18oz tumbler with chug top every day for water at work and after my Stanley vacuum pushbutton top thermos started leaking, I was in the market for a new coffee cup. My requirements are that it keeps coffee warm for 3-4 hours and doesn't leak/spill coffee from the top. I don't intend on throwing my thermos/cups in a bag and letting them turn upside down, but I need them to not leak when transporting to work and driving around. Well, this MagSlider lid really isn't a good design. It's a cool concept and makes for easy washing but it leaks like crazy. I understand it is advertised as ""slosh proof"" and not ""leak proof"", but even a gentle sloshing around spills coffee out of the top as if that mag slider lid wasn't even there! It made a huge mess when I tried using it so unfortunately I had to return it. It also didn't keep my coffee warm for longer than 2 hours. I did however place an order for another Yeti 18oz tumbler (which I assume is the same one I use for water), but with the hotshot cap which is advertised as leak proof. I'm hoping this will both keep my coffee warm for 3-4 hours and keep from leaking."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",As advertised,5.0,"As I write this, I made a hot cup of coffee sometime ago, and it’s still hot. As for being leakproof, it doesn’t leak around the lip of the cup, but small amounts will spill out the mouth of the slider lid if chipped back at extreme angles. However, with ordinary use and carrying, it will not spell, however, I wouldn’t recommend throwing it in a bag with electronics, unless you get the rambleAs I write this, I made a hot cup of coffee sometime ago, and it’s still hot. As for being leakproof, it doesn’t leak around the lip of the cup, but small amounts will spill out the mouth of the slider lid if chipped back at extreme angles. However, with ordinary use and carrying, it will not spell, however, I wouldn’t recommend throwing it in a bag with electronics, unless you get the Rambler bottle.  As for being dishwasher safe, I don’t know yet. Up to this point, I’ve always heated the warning not to wash stainless steel drinkware in the dishwasher, although I never really understood why.  but after verifying that this is indeed a genuine yeti, I’m currently doing the temperature test, and so far, it really is holding its own. r"
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",True to their word,5.0,"This Rambler by Yeti is the best of its kind on the market! I have two of these 20oz Ramblers and they have yet to disappoint me. Hot drinks will stay hot for the first few hours while at hour 12 it’s still relatively warm. I’m not sure how long the cold drink accurately stays cold for because I down my cold drinks. The longest I had one for was 4 hours. It was still ice cold when I drank it and none of the ice melted (it was a hot day while driving). If you’re looking for a tumbler to keep your drinks hot or cold for hours on end, look no further than Yeti."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",A very good travel mug,4.0,"It's a fine insulated cup.First, the good:Materials appear to be of the advertised quality.The polycarbonate lid is crystal clear, glossy, and beautiful.The lid fits tightly.The sliding magnetic drinking hole cover has a tactilely pleasant action.The sliding cover, cleverly, has hidden air displacement porting that closes when the cover is closed. It keeps the lid clean-looking and presumably reduces leakage when the lid is closed.The lid's mold lines are thoughtfully laid out so that they do not interfere with the lens-like main window into the cup.It has a pleasant weight and fits comfortably in my hand. The powder coat provides adequate grip and is pleasant to touch.The replacable gasket seats on the sidewall of the lid rather than in a place where it could get pinched and leak. The gasket also has a double seal.And the could-be-better or disappointing:The ""canyon red"" is closer to a tomato red than the highly saturated and contrast-adjusted product photo suggests. I was expecting this cup to visually pop. I'd buy a different color given the chance.The steel is not as lustrous and smooth looking as it appears in product photos. It's duller, with a coarse brushed finish.The steel near the rolled top of the cup has some marring, though it isn't as noticable with the lid on.The top edge of the powder coating is noticably uneven.My tumbler came with a tiny piece of debris in the powder coat.Other notes:The sliding drinking-hole cover doesn't perfectly mate to the edge of the lid. There is a small but visible gap when the lid is closed, and the lid will leak if tipped over while closed. This may have been an intentional design choice to allow venting of vapor so the lid doesn't explode off when the container is full of hot liquid and shaken.Mine arrived with a small ding in the steel base. I'm not counting this against it, because I expect it'll get even more dinged up and survive, but if you're obsessive you might care.Overall, it's a high quality and thoughtfully designed insulated tumbler, but I was disappointed with some of the details that in my opinion didn't live up to the hype. I would buy it again."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",The best option for daily coffee drinkers,5.0,"This was our first Yeti purchase and is incredible.  I’ve used it everyday for three years and it’s made every other coffee thermos useless.  As you can see from the pictures, the mug itself still looks brand new.  The lid is slightly worn from daily hand washing, but still performs great.Pros:- Simple, 4-piece design.  You can clean it most days in less than a minute.  The mag slider pops off easily during cleaning.  We use the magnet feature store our lids against the sides of our stainless drying rack so we know exactly where to find it the next morning.- Heat!  With the slider closed, this keeps coffee hot for hours.  Even after 7-8 hours the coffee is still very warm.- Performance.  This fits in car cup holders perfectly, and is easy to grasp.  The black metal sides are grippable.  The slider prevents liquid from leaking out when walking or transferring.  It’s not “leak proof” but did hold 99% of the liquid the few times it was dropped or tipped over.  The slide makes it very easy to drink and re-seal, and I wouldn’t want the daily use of something required to be “leak-proof.”Cons:- The rubber o-ring seal around the lid is the only design flaw.  It traps coffee and moisture and needs to be cleaned at least monthly.  That area gets gross and you can see it build up through the clear lid.  I clean it by carefully using a butter knife to pry it out and then scrubbing the seal and the lid.  I’m not deducting the review because I don’t have any ideas on how to do this better, and haven’t found another, better option.Buy this and you won’t be disappointed.  We give them as gifts to family who love hot coffee."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White","Incredible product, worth every penny!",5.0,"I ordered mine from YETI Authorized and it was an authentic product and I was able to easily register it through the official YETI site. I see some complaining that they received a bootleg item, YETI says on their site in the faq section that the only seller on Amazon that is authorized by them and covered by their warranty is the seller ""YETI Authorized"", so if you plan on buying on here, you should definitely should take that into consideration.Overall, I'm very happy with my purchase. Was looking to upgrade to a better travel coffee mug. I previously had a ceramic one with a silicone cover, and it wasn't ideal for me. I like this one a lot because it's made of stainless steel & has a double chamber, which keeps the contents hot/cold, but still stays the same temp outside where you hold it, so your hands won't even feel the difference. Really does help at keeping the contents the right temp, I had a hot cup of coffee and it stood hot the entire time I drank it & continued to fill it, over the span of several hours.I really like the lid with the mag slide. The lid, itself, doesn't leak any, though the mag slide (the cover that goes over the drinking hole) does leak just a tiny bit while it's closed, if tipped to the side, but I don't plan on storing it in a bag or anything, anyway, so it doesn't bother me. Still figured it was good for others to know in case they were looking for an entirely leak proof system.It's very easy to clean & dries fast. I was surprised to find that the outside is painted stainless steel because, based on the photos, I thought it was going to be silicone coated, or something like that. So I was originally hesitant to buy white, because I thought coffee and dirt would stain it pretty fast, but now I can tell there shouldn't be any issue with staining.I also purchased the straw lid to go with this and definitely plan on buying a few of these as gifts in the future!"
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Returns are not free on this product!,1.0,"We purchased this, not expecting it to be so large.  So, we are returning it - to the tune of $7.38, one third the cost of the article.  We would not recommend it due to size and definitely not happy about the shipping cost.  We are guessing that when having “Yeti” printed on the side drops as a fad, the company will do likewise.  Goodbye, Yeti."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",FAKE YETI,1.0,"This is absolutely a fake YETI - do not buy if you're looking for the real thing! I took it into the official YETI store when it showed odd color changes after the first time through the dishwasher. They identified it as a fake and held it up next to the real thing as a comparison (see photos - green is the fake). Even worse, the real ones are cheaper at $29.99. This may be a fine thermos, but it is NOT a YETI. If you're looking for the real thing, order directly through YETI."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Should of paid out the first time,5.0,"Bought a cheaper tumbler and it failed miserably. The lid was not working that good and it didn't seem to keep my water hot.  So the Yeti is engineered with superb functionality as well as quality.  I understand that this tumbler is not leak proof and actually that is better. The pressure that builds up from hot water can raise the lid, so with allowing just a little venting, the beverage stays hot and the lid stays on.Very pleased"
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",In-Flipping-Credible,5.0,"Ice cubes STILL in my drink the next day? Wow.I don’t rave about drink containers. At least I didn’t until Yeti came along.I thought it was all hype. You know, hipsters have to have the top brand, not because of function but status. And I figured Yeti for the outdoors was kinda like man-buns and bragging rights - why spend $10 when you can spend $30, right?Man, was that shallow, or what. What I found out was, in terms of Yeti, you pay for first class you get first class, and then some.I don’t care if it’s a camping ice box, drink container, or men’s hair berets - if it’s a Yeti, it’s the best. By far. (And, no, Yeti doesn’t make hair berets.)Everything pales in comparison to Yeti. I don’t know if they use Thanos level refrigeration technology or what, but if you want it warmer longer or colder longer and I mean WAY longer, Yeti is what you need.Period. End of story. Look no further. Yeti is IT."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Keeps your coffee hot for an inexplicably long length of time!,5.0,"I’m not gonna lie-I thought this was going to be a fraud as soon as I saw that the lid was clear plastic.  Don’t know a lot about heat transfer, but uninsulated clear plastic doesn’t seem to be the best material to choose while designing a cup that claims to keep my coffee hot all day. Well, I was wrong. It keeps my coffe hot all day! I just think I may have overfilled it-I had a little spill when I first used it. But not from the seal-it just drew some coffee over the seal when I put the lid on. I am really impressed!"
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White","Received authentic Yeti Rambler - spill resistant mug slider, not spill proof",5.0,"There's a lot of reviews here claiming they received a fake, but I took a chance and I received the authentic Yeti Tumbler. I noticed that you can switch to buy from a different 3rd party seller through this amazon page and some of them are selling it below the manufacturer price of 29.99. That might be why they are getting fakes? Anyway, I got the navy blue yeti tumbler and it came with the mug slider. Couldn't be happier. I already have one at home and it keeps my beverage cold for hours even on a hot day, hence why I decided to get another.Note that mug slider lids are spill resistant and not spill proof, which is clearly mentioned on the packaging. On their website, Yeti also points out in a video that the mug slider will still have spillage if you tip it upside down, it only prevents side way spills by covering the lid, it is not a spill proof lid."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",The cups are authentic please look at pictures that I posted,5.0,I love the size of yeti cups I didn’t have this color keep in mind though it is very light pink . I have read the comments about the yeti cups being fake ....not true these are 100% authentic yeti cups. As you can see in my picture I have quite a few I’m a big fan of these types of cups because they’re just the right size and I like lids on my cups also a couple of these came from Dick’s Sporting Goodsso do not be afraid to buy these cups these are 100% yeti cups. If you own yeti cups then expect the quality of the brand. Great by the pink ice is the new favorite.
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White","Great product, but competition is stiff",5.0,"Just purchased this so I'd have a smaller size insulated tumbler.  I have two much bigger ones from a lesser known brand at a big box store.  After using this for a few days, I think it's safe to say that the Yeti and the off-label brand do an equally good job at retaining ice and keeping things cold.  I really don't notice a difference.  However, the top on the Yeti is superior and is far better and preventing leaks.  Better seal, better slide back opening.However, my 32oz tumbler from an off label brand was under $10.Although Yeti created this market....they no longer own it."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",lid leaks,1.0,"Wife used this for the first time and it leaked.  Never really thought about reading the 1 star reviews on a YETI product, I've had good experiences with them.  But from what the others are saying on 1 stars is this product leaks... often.  Now there may be a manufacturing issue in only SOME of these, who knows.  But all I know is the one we bought for the wife leaks!"
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White","Too big, too fat, too heavy.",1.0,Why don’t they make a slender one that many women would like? The most slender one seems like it’s for a man.  It weighs a ton.  I would also like a slick surface in truly pretty colors. Returned it.
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Great Cup! If you work on the computer it's ideal,5.0,"I've been using it every day since I've purchased it. Your liquid stays cold for over an hour. It's really nice since I work on the computer it makes me drink a lot more water throughout the day. I love the lid and magnet slider, it's super easy to use and easy to clean. This is my first Yeti product, but not my last!"
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Good but not great.,4.0,"Pros:1. Superior materials quality, build quality, fit and finish. This cup screams quality and durability.2. Fits easily into my vehicle’s cup holder.3. Very good (but not great) heat retention.Cons:1. Not a great value proposition at 30 bucks.2. Heat retention is very good as stated above. However, I have travel tumblers from Thermos, Contigo and RTIC that ALL equal or outperform the Yeti when it comes to keeping coffee HOT (the Contigo and RTIC are equal to the Yeti with the Thermos blowing them all away by a Country Mile).3. The Mag-Slide lid is not leak or drip proof. And while I give Yeti credit for advising the customer of that fact, it is still a disappointment at this price point. The cup won’t splash and leave you covered in coffee no matter what happens. But it will leak when hitting a bump in the road during your morning commute and drip if turned upside down. None of the other brands I mentioned previously have that problem.  And all are significantly cheaper to purchase than the Yeti tumbler."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Real YETI with Magslide Lid,5.0,"I received this Saturday directly from YETI as it was labeled on the shipping label return address. Came brand new with a magslider lid and YETI registration documents. I believe some on here are fake, just make sure to select the right color and provider. I purchased the all black. Threw it in the dishwasher and used it today for coffee and water. No issues, hot is hot, cold is cold. Exactly what I wanted. Also, perfectly fits my cup holder, not sure why some reviewers say it doesn't? I have a standard 3series BMW with normal cupholder, no issues."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Is it supposed to be licking?,3.0,"I’ve been using the same hydro flask bottle for years, and finally decided to upgrade it. My first YETI product, which I was very excited about. But my first experience turned into a little bit of frustration this morning. Because the cup is licking. Is it normal? Or was it a fake bottle?For anyone who values to have their drink securely held - probably not the best choice.But if you are not traveling too much or planning to use it at home or just to let it sit in the car- should be alright.Other than that it keeps the drink hot, and I love the design and material. Wish my experience would turn out better.Thinking to return it, as I already have 2 Starbucks mugs that are licking .."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Real yeti?,1.0,"Love the cup, but it says my registration code is already in use...which makes me wonder it my cup is actually a yeti. This also prohibits me from getting a sticker pack..."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Quality but over priced,5.0,Good quality.  Works great and keeps my coffee hot.  It is about 20% over priced in my opinion.
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",I was sent a cup with rust in the bottom,3.0,"I bought this for taking coffee to work and for making coffee at work. For those purposes this works great. It keeps my coffee warm for a long time and when I use it for ice water it keeps the water nice and cool. I rated this product lower based on the retailer, I was sent a cup with a tiny rust stain at the bottom. I washed the cup and used it before noticing.I also bought the handle and I enjoy using this cup with that handle.For use and function I give the Rambler an AFor Yeti who sent me a defective product, I give them a 'D', the least they could have done is discounted the product."
"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",Lid is not leak proof!,2.0,"The lid is not leak proof, on either of the 2 tumblers (diff colors) I ordered. I ensured I had it closed properly (and all the way) and when it is barely tipped my coffee almost pours out, let alone my husbands who has his in his work truck that bounces all over, he was surprised to find a small puddle in his cup holder. Very disappointed with the lid, the cup itself seems sturdy and durable, but the lid is terrible and not worth to hold our coffee. Maybe it is better for something else."
